species,control_mean,case_mean,log2_fold_change,p_value,control_prevalence,case_prevalence,p_adjusted,significant
s__GGB9707_SGB15229,0.0006308259823576583,0.0,-22.588810880863708,0.0011158790345149909,0.05934242181234964,0.0,0.0013433653228061733,True
s__GGB1632_SGB2240,0.00129654370489174,0.0,-23.6281676139681,0.0011158792164486216,0.05934242181234964,0.0,0.0013433653228061733,True
s__Delftia_acidovorans,0.06608040096230954,0.08930276470588236,0.4344823988072053,0.0011812395924786759,0.04731355252606255,0.10588235294117647,0.001419005163555754,True
s__GGB9636_SGB15107,0.0006577866880513232,0.0,-22.649188600598343,0.0012109484687812034,0.05854049719326383,0.0,0.0014515856645005451,True
s__Stenotrophomonas_maltophilia,1.7621826383319972,0.17113805882352942,-3.3641309200757044,0.0012230272823152376,0.10104250200481155,0.19411764705882353,0.001462938817438909,True
s__GGB9328_SGB14291,0.000529214113873296,0.0,-22.335420380013193,0.0013140700809864667,0.057738572574178026,0.0,0.0015487258309976118,True
s__Oscillospiraceae_bacterium,0.0005652044907778669,0.0,-22.430341753087966,0.0013140701880104961,0.057738572574178026,0.0,0.0015487258309976118,True
s__GGB3109_SGB4121,0.0010469125902165196,0.0,-23.319637794499428,0.0013140702950345362,0.057738572574178026,0.0,0.0015487258309976118,True
s__Ellagibacter_isourolithinifaciens,0.0006617401764234163,0.0,-22.65783366031605,0.0013140702950345362,0.057738572574178026,0.0,0.0015487258309976118,True
s__Blautia_SGB4815,0.0007156214915797915,0.0,-22.770765486053232,0.0013140704020585797,0.057738572574178026,0.0,0.0015487258309976118,True
s__Dialister_SGB5820,0.0007719406575781876,0.0,-22.880058701755722,0.0013140704020585797,0.057738572574178026,0.0,0.0015487258309976118,True
s__GGB1266_SGB1699,0.0018334803528468324,0.0,-24.128081549442317,0.0013140704020585797,0.057738572574178026,0.0,0.0015487258309976118,True
s__Wujia_chipingensis,0.001150673616680032,0.00015764705882352943,-2.8677077284342674,0.0013853071515849223,0.06896551724137931,0.0058823529411764705,0.0016292606122413865,True
s__Lachnospiraceae_bacterium_OM04_12BH,0.0006736487570168404,0.0,-22.683565344337485,0.0014259254916025213,0.05693664795509222,0.0,0.0016630857919175002,True
s__Desulfovibrio_piger,0.0007715878107457898,0.0,-22.87939910871465,0.0014259256076868407,0.05693664795509222,0.0,0.0016630857919175002,True
s__Prevotella_marseillensis,0.0015498957497995186,0.0,-23.885667936468387,0.0014259256076868407,0.05693664795509222,0.0,0.0016630857919175002,True
s__Kluyvera_intermedia,0.012387072975140337,0.0,-26.884260094372078,0.0014259256076868407,0.05693664795509222,0.0,0.0016630857919175002,True
s__Comamonas_aquatica,0.023933728949478747,0.00019,-6.976901208700701,0.001436013796832971,0.0681635926222935,0.0058823529411764705,0.0016713770539902423,True
s__Parasutterella_SGB9260,0.001289775461106656,0.008839588235294116,2.7768591455659637,0.0015425792478079828,0.0681635926222935,0.0058823529411764705,0.001791691424472626,True
s__Lactococcus_raffinolactis,0.6368348195669606,0.0032633529411764707,-7.60842033703228,0.0015976976916971582,0.16840417000801924,0.08823529411764706,0.0018518768699217062,True
s__Lachnospira_sp_NSJ_43,0.002703416198877306,0.0006055882352941176,-2.1583743676454565,0.001650458029340439,0.0673616680032077,0.0058823529411764705,0.0019090865040412089,True
s__Acinetobacter_albensis,0.032688340016038486,0.007568823529411766,-2.1106351257274585,0.0016964858890669025,0.08740978348035285,0.17058823529411765,0.001958289267009326,True
s__Trichococcus_shcherbakoviae,0.03536045709703288,0.0020231764705882353,-4.127442788156531,0.0017281963457989329,0.14995990376904572,0.07058823529411765,0.0019907970225733086,True
s__Eubacterium_ventriosum,0.00121841218925421,2.7411764705882353e-05,-5.474058116662473,0.001755669451314108,0.06575781876503609,0.0058823529411764705,0.0020183003323508493,True
s__Pseudomonas_carnis,0.01608765036086608,0.0018910588235294117,-3.0886874193603715,0.0017658181786877475,0.06655974338412189,0.0058823529411764705,0.0020258159473288883,True
s__Clostridiales_bacterium_KLE1615,0.004623071371291099,5.941176470588235e-05,-6.281956786353351,0.00192294326996378,0.07457898957497995,0.011764705882352941,0.002201573825407511,True
s__Microbacterium_aurum,0.002259077786688051,5.994117647058823e-05,-5.236040394576226,0.0020493426190879025,0.07457898957497995,0.011764705882352941,0.002341509591259294,True
s__Segatella_brasiliensis,0.006927217321571772,0.0015708235294117647,-2.140754750494567,0.002170154043384333,0.11066559743384122,0.03529411764705882,0.0024745049153223797,True
s__Micrococcus_luteus,1.6731772894947876,0.012350941176470589,-7.08182551588216,0.002330537973625633,0.23175621491579793,0.15294117647058825,0.0026519914872291687,True
s__GGB9699_SGB15216,0.0019276663993584603,0.0005269411764705883,-1.8711413774542547,0.0024837419255578363,0.06335204490777867,0.0058823529411764705,0.0028206057089836963,True
s__Paracoccus_lutimaris,0.00014840417000801928,0.00044088235294117647,1.5708614560914285,0.0025043307923059226,0.06335204490777867,0.0058823529411764705,0.002838241564613379,True
s__Staphylococcus_epidermidis,0.5880646271050521,0.0005280588235294117,-10.121060076033515,0.002859209961793555,0.11146752205292702,0.041176470588235294,0.00323390481565763,True
s__Pseudescherichia_vulneris,0.1969563913392141,4.623529411764706e-05,-12.056590927761386,0.0030943613729538188,0.060144346431435444,0.0058823529411764705,0.0034928304431128617,True
s__Acinetobacter_sp_A3_8,0.0014036086607858863,0.0003297647058823529,-2.089631517015975,0.003250561309100339,0.08019246190858059,0.01764705882352941,0.003661776896396165,True
s__Bacteroides_faecis,0.001122550120288693,0.0014567058823529411,0.37592972783456885,0.003456562796970322,0.060144346431435444,0.0058823529411764705,0.0038860355292592193,True
s__GGB75646_SGB103098,0.011972975140336807,0.0006894117647058823,-4.118271763472449,0.003966648085731328,0.08660785886126704,0.023529411764705882,0.004450579152190551,True
s__Alistipes_indistinctus,0.0007990136327185245,3.7588235294117645e-05,-4.409863371018849,0.00402594740059807,0.057738572574178026,0.0058823529411764705,0.004508096789891252,True
s__Citrobacter_portucalensis,0.009697626303127505,0.0006951176470588235,-3.802302391631249,0.00413469951298512,0.07778668805132317,0.01764705882352941,0.004620650252559068,True
s__Bacteroides_clarus,0.0011634963913392143,0.0029096470588235294,1.3223773537982417,0.004400115812488329,0.057738572574178026,0.0058823529411764705,0.004907485031423364,True
s__Streptococcus_parasanguinis,0.005536856455493184,4.6e-05,-6.911286338463646,0.004528266114355156,0.06655974338412189,0.011764705882352941,0.005040391448716751,True
s__Adlercreutzia_equolifaciens,0.0006476102646351242,0.00017776470588235294,-1.8651563496227075,0.00470640249521137,0.05693664795509222,0.0058823529411764705,0.005228300593690256,True
s__Alistipes_dispar,0.0008835525260625502,0.0038462941176470584,2.1220811520305447,0.005103082466070592,0.06655974338412189,0.011764705882352941,0.0056577653428173955,True
s__Acidovorax_sp_MR_S7,0.00047846832397754614,0.006388647058823528,3.739014838827669,0.005503837919952488,0.07538091419406576,0.01764705882352941,0.006090045509059854,True
s__Klebsiella_quasipneumoniae,0.004637161186848436,0.001579058823529412,-1.5541768992711156,0.0056787224447855215,0.06575781876503609,0.011764705882352941,0.006271187581741492,True
s__Enterobacter_roggenkampii,0.005136848436246993,0.05536076470588235,3.429908433362496,0.006892413666566446,0.06415396952686447,0.011764705882352941,0.0075965502297520165,True
s__Pseudomonas_fluorescens,0.08063848436246993,0.008789117647058822,-3.1976782649552398,0.00806167296598126,0.08019246190858059,0.023529411764705882,0.008867840262579385,True
s__Pantoea_eucrina,0.2829032397754611,0.012340470588235295,-4.518839371226787,0.008077502906507423,0.048115477145148355,0.1,0.008867865226126545,True
s__Acidovorax_sp_BoFeN1,2.2621274659182036,0.008172588235294117,-8.112671443266589,0.008861642880682197,0.1724137931034483,0.11176470588235295,0.009709729796997486,True
s__Corynebacterium_tuberculostearicum,0.1482128789093825,0.010557117647058824,-3.8113829005921724,0.009193178954868502,0.06655974338412189,0.12941176470588237,0.010053359441873742,True
s__Pseudomonas_lutea,0.2963244346431435,0.00012729411764705883,-11.184794993516109,0.009857766679885895,0.05854049719326383,0.011764705882352941,0.010759157796529157,True
s__Kocuria_rhizophila,0.19248129109863676,0.00016811764705882353,-10.16103048195876,0.010642889253798965,0.057738572574178026,0.011764705882352941,0.011593516255109165,True
s__Haemophilus_parainfluenzae,0.010596696070569369,0.00044558823529411765,-4.571759256369994,0.011229926705165243,0.05854049719326383,0.011764705882352941,0.01220928077829012,True
s__Phocaeicola_coprophilus,0.001321812349639134,0.027662058823529415,4.387319147944936,0.013729520394766995,0.06575781876503609,0.01764705882352941,0.014897990215598228,True
s__Enterobacter_hormaechei,0.12695365677626305,0.05994576470588235,-1.08257221681769,0.014520679571092324,0.12429831595829992,0.058823529411764705,0.01572606416869265,True
s__Zoogloea_sp_1C4,0.003124009623095429,0.0004278235294117647,-2.8683108714308045,0.014972658555360077,0.05533279871692061,0.011764705882352941,0.01618431878527361,True
s__Citrobacter_freundii,0.027384971932638332,0.011063294117647058,-1.3076033791187684,0.018942996934091044,0.13552526062550121,0.07058823529411765,0.020436579384663606,True
s__Staphylococcus_hominis,0.6439961026463512,0.005455470588235294,-6.883204472361002,0.019867685434663697,0.11307137129109864,0.058823529411764705,0.021393035564004476,True
s__Flavobacterium_sp_F_340,0.005468043303929432,0.0001538823529411765,-5.151124057616983,0.02084585593386858,0.06896551724137931,0.023529411764705882,0.02240330494042198,True
s__Aeromonas_caviae,0.10384763432237369,0.26222611764705883,1.3363430323267385,0.02227169808455752,0.10264635124298316,0.047058823529411764,0.023889909417661125,True
s__Staphylococcus_arlettae,0.5771038331996792,0.0024496470588235295,-7.880113141703981,0.02795374371954416,0.04891740176423416,0.09411764705882353,0.02992757676844327,True
s__Leclercia_adecarboxylata,0.5406424218123497,0.02850905882352941,-4.245182396266446,0.029042560901037025,0.07457898957497995,0.029411764705882353,0.031034050791393847,True
s__Eubacterium_rectale,0.2247250120288693,0.005307,-5.404120320761756,0.03432944877709686,0.2036888532477947,0.16470588235294117,0.036613727688120414,True
s__Enterobacter_asburiae,0.002227955092221331,0.0005777647058823529,-1.9471659870557152,0.04107936828061191,0.0545308740978348,0.01764705882352941,0.04372965010516751,True
s__Micropruina_glycogenica,0.003830240577385726,0.00031894117647058825,-3.5860723240640477,0.04476716846992296,0.10986367281475541,0.06470588235294118,0.04756511649929314,True
s__Pseudomonas_lactis,0.018402622293504412,0.0005819411764705882,-4.982893977772751,0.046194205817811404,0.060144346431435444,0.023529411764705882,0.0489885623134068,True
s__Pseudomonas_putida,0.12483101042502007,0.10264400000000001,-0.28232707373655436,0.05448658007375946,0.07217321571772253,0.11764705882352941,0.057673530983734074,False
s__Bifidobacterium_pseudocatenulatum,0.007011403368083399,0.017359411764705884,1.3079429086481509,0.054699311598327006,0.11387329591018444,0.16470588235294117,0.057789668185803104,False
s__Prevotellamassilia_timonensis,0.0010697514033680836,0.0004894117647058823,-1.128154724547167,0.061720612478848434,0.06655974338412189,0.029411764705882353,0.06508508195607889,False
s__Pseudomonas_juntendi,0.034426728147554125,0.001062705882352941,-5.017714672147454,0.06941643204829524,0.056134723336006415,0.023529411764705882,0.07306307388197679,False
s__Psychrobacter_cryohalolentis,0.1102585886126704,0.08715782352941176,-0.33918896319572805,0.08615771024790471,0.0817963111467522,0.11764705882352941,0.0905139989683044,False
s__Paracoccus_SGB99481,0.0013052606255012028,0.004905294117647058,1.910001657777592,0.08794374423160983,0.07939053728949479,0.11764705882352941,0.09221764582043572,False
s__Massilia_SGB57106,0.1653133119486768,0.0024324117647058826,-6.086671562029134,0.11226899711800445,0.05854049719326383,0.029411764705882353,0.11750542422238898,False
s__Streptococcus_infantarius,0.0023580994386527667,0.0006292941176470587,-1.9058180260722553,0.14163951420579088,0.07056936647955092,0.041176470588235294,0.1479697718239268,False
s__Bifidobacterium_adolescentis,0.09680218925421011,0.03805623529411765,-1.3469068228635939,0.1451233181970953,0.19406575781876503,0.17647058823529413,0.15132747492299345,False
s__Dysgonamonadaceae_bacterium,0.0038802566158781067,0.0020499999999999997,-0.9205281234590177,0.14586647037188868,0.07297514033680834,0.041176470588235294,0.1518202038564556,False
s__Phocaeicola_vulgatus,0.14694460304731355,0.07482488235294119,-0.9736823615038435,0.17058335799826008,0.2028869286287089,0.17647058823529413,0.17721715525374798,False
s__Streptococcus_salivarius,0.011114346431435445,0.0018314705882352942,-2.6013486107934134,0.23318376352833226,0.10425020048115477,0.07647058823529412,0.2418042353778085,False
s__GGB2722_SGB3663,0.0855137770649559,0.011470882352941176,-2.898180490107271,0.24861182219333988,0.05693664795509222,0.08235294117647059,0.2573269967720732,False
s__Ruminococcus_bromii,0.1170916519647153,0.008803000000000002,-3.733499129564227,0.2502270880038342,0.18444266238973536,0.17647058823529413,0.25852190860064633,False
s__Streptococcus_mitis,0.0694928869286287,0.002102529411764706,-5.046667361927177,0.26208106343993465,0.052125100240577385,0.07647058823529412,0.2702710966724326,False
s__Chryseobacterium_faecale,0.0019406655974338412,0.0008170588235294117,-1.248039588681877,0.3035404817558295,0.1218925421010425,0.1,0.31245176195416574,False
s__Phocaeicola_coprocola,0.014931972734562952,0.008881529411764707,-0.7495247356651538,0.31360706689790296,0.10024057738572574,0.07647058823529412,0.32222264565883435,False
s__Holdemanella_porci,0.012115693664795509,0.004963411764705883,-1.287472938495591,0.3324948082549203,0.13712910986367283,0.11764705882352941,0.34100473022122535,False
s__Bifidobacterium_longum,0.050680641539695266,0.02269288235294118,-1.1591949177966827,0.33378513956921496,0.1884522854851644,0.25882352941176473,0.34170340017943357,False
s__Stutzerimonas_stutzeri,1.7238602566158778,0.008466000000000001,-7.669746607269717,0.35798638488355994,0.16680032076984763,0.21764705882352942,0.3658112238974083,False
s__Enterococcus_casseliflavus,0.10659417000801925,0.0033171764705882353,-5.0060289179181785,0.4098425130549339,0.0681635926222935,0.052941176470588235,0.4180393633160326,False
s__Pseudomonas_fulva,0.31627368083400154,0.004386235294117647,-6.172046456599637,0.41547555536487724,0.0681635926222935,0.08823529411764706,0.4230159465693215,False
s__Lactobacillus_delbrueckii,0.004026319165998397,0.0035568823529411766,-0.17884827762110728,0.44759788280197743,0.09943865276663993,0.11764705882352941,0.454895674369401,False
s__Chryseobacterium_manosquense,0.04877051323175621,0.0032082941176470583,-3.9261308016905545,0.47287241803186675,0.12670408981555734,0.11764705882352941,0.47971324867247245,False
s__Lactococcus_lactis,0.08747621491579792,0.0035777647058823528,-4.611760342032707,0.5956802555314955,0.09382518043303929,0.08235294117647059,0.6032069013595107,False
s__Erwinia_gerundensis,0.5199227666399358,0.0015694705882352941,-8.371875435016022,0.6450099581699065,0.07056936647955092,0.06470588235294118,0.6519830387987703,False
s__Aliarcobacter_butzleri,0.03925195669607057,0.008840529411764705,-2.1505598884236012,0.6803905893329599,0.07377706495589414,0.06470588235294118,0.6865092097406303,False
s__Phenylobacterium_haematophilum,0.0004516760224538893,0.0014089411764705883,1.6412509287142296,0.7016832012109184,0.0545308740978348,0.047058823529411764,0.7067222188138693,False
s__Phocaeicola_plebeius,0.027223295910184447,0.07149905882352943,1.3930825040967039,0.7582863352931022,0.10585404971932638,0.1,0.7623631435473662,False
s__Psychrobacter_glacincola,0.01092707297514034,0.028813000000000005,1.398812873668275,0.800078484423353,0.06896551724137931,0.07058823529411765,0.8029410192513436,False
s__Massilia_sp_IC2_278,0.5948958139534882,0.0015541764705882353,-8.58034279848012,0.8602270891531901,0.10585404971932638,0.11176470588235295,0.8617632089552494,False
s__Coprococcus_catus,0.000679943865276664,0.0018349411764705882,1.432246130585691,0.9180066059337306,0.057738572574178026,0.058823529411764705,0.9180066059337306,False
